V1,V2,V3
-93.2480582524272,47.4066235864297,410.474945068359
-93.0809061488673,47.4066235864297,423.394927978516
-92.9137540453075,47.4066235864297,408.384948730469
-92.7466019417476,47.4066235864297,394.914947509766
-92.5794498381877,47.4066235864297,403.544952392578
-92.4122977346278,47.4066235864297,411.602508544922
-92.245145631068,47.4066235864297,419.602508544922
-92.0779935275081,47.4066235864297,441.822509765625
-91.9108414239482,47.4066235864297,469.602508544922
-91.7436893203884,47.4066235864297,484.3125
-91.5765372168285,47.4066235864297,502.042510986328
-91.4093851132686,47.4066235864297,441.082489013672
-91.2422330097087,47.4066235864297,133.240005493164
-91.0750809061489,47.4066235864297,-59.9099960327148
-90.907928802589,47.4066235864297,-24.7999954223633
-90.7407766990291,47.4066235864297,13.8300037384033
-90.5736245954693,47.4066235864297,108.42000579834
-90.4064724919094,47.4066235864297,95.2600021362305
-90.2393203883495,47.4066235864297,75.4799957275391
-90.0721682847897,47.4066235864297,57.9599990844727
-89.9050161812298,47.4066235864297,18.8399982452393
-89.7378640776699,47.4066235864297,-9.70000076293945
-89.57071197411,47.4066235864297,-22.3000011444092
-89.4035598705502,47.4066235864297,-12.1400012969971
-89.2364077669903,47.4066235864297,8.83749961853027
-89.0692556634304,47.4066235864297,37.2975006103516
-88.9021035598706,47.4066235864297,82.4274978637695
-88.7349514563107,47.4066235864297,128.967498779297
-88.5677993527508,47.4066235864297,166.477493286133
-88.400647249191,47.4066235864297,295.207489013672
-88.2334951456311,47.4066235864297,257.367492675781
-88.0663430420712,47.4066235864297,164.637496948242
-87.8991909385113,47.4066235864297,121.887504577637
-87.7320388349515,47.4066235864297,109.297500610352
-87.5648867313916,47.4066235864297,86.057502746582
-87.3977346278317,47.4066235864297,33.557502746582
-87.2305825242719,47.4066235864297,-24.2624969482422
-87.063430420712,47.4066235864297,-23.6749954223633
-86.8962783171521,47.4066235864297,-98.9649963378906
-86.7291262135922,47.4066235864297,-58.6849975585938
-86.5619741100324,47.4066235864297,-78.3549957275391
-86.3948220064725,47.4066235864297,-63.0249977111816
-86.2276699029126,47.4066235864297,2.80500364303589
-86.0605177993528,47.4066235864297,20.4525051116943
-85.8933656957929,47.4066235864297,82.2825012207031
-85.726213592233,47.4066235864297,63.8625030517578
-85.5590614886732,47.4066235864297,-14.0674953460693
-85.3919093851133,47.4066235864297,29.742504119873
-85.2247572815534,47.4066235864297,-0.75749534368515
-85.0576051779935,47.4066235864297,23.3825054168701
-84.8904530744337,47.4066235864297,11.8050003051758
-84.7233009708738,47.4066235864297,120.235000610352
-84.5561488673139,47.4066235864297,278.984985351562
-84.3889967637541,47.4066235864297,454.505004882812
-84.2218446601942,47.4066235864297,454.584991455078
